review,label,language,rating
"Honestly, Average performance, average battery life. Recommended.",1,en,3
"Average performance, average battery life. Recommended.",1,en,3
"Ye product bohat achi hai, main iski high recommendation deta hoon!",2,ur_roman,5
"Honestly, Really satisfied with my purchase. Will buy again. Really nice.",2,en,4
Mera opinion ye hai k Avg experience raha. Chal to rha hai par thode issues hain.!,1,ur_roman,3
My honest review: Horrible experience. The item stopped working after a week.!,0,en,2
कीमत के हिसाब से बेहतरीन गुणवत्ता। डिलीवरी भी तेज थी। बिल्कुल पसंद नहीं आया।,2,hi,4
"Mera opinion ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Don't buy.",0,ur_roman,1
मेरा मानना है कि बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया! बहुत अच्छा लगा।,2,hi,4
मेरा मानना है कि बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बहुत अच्छा लगा।,0,hi,1
Sachi baat to ye hai k Avg experience raha. Chal to rha hai par thode issues hain.!,1,ur_roman,3
"Sachi baat to ye hai k Ye product bohat achi hai, main iski high recommendation deta hoon! Boht pyari product hai.",2,ur_roman,4
"Sachi baat to ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga. Don't buy.",2,ur_roman,4
سچ تو یہ ہے کہ، اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔ شکریہ۔,2,ur,5
"Honestly, It is okay, nothing special but works fine.!",1,en,3
Sachi baat to ye hai k Absolutely love this item! Bohot hi achi performance hai. Boht pyari product hai.,2,ur_roman,5
"Actually, Horrible experience. The item stopped working after a week. Really nice.",0,en,2
साधारण उत्पाद है। काम चल जाता है।,1,hi,3
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
Mera opinion ye hai k Horrible experience! Ek week me hi display chala gaya iska. Paisa vasool.,0,ur_roman,1
"Sachi baat to ye hai k Price ke hisab se okay product hai, zyada umeed mat rakhein. Don't buy.",1,ur_roman,3
Best purchase I have made this year. High quality.,2,en,4
"Battery 2 ghante bhi nahi chalti. Waste of money, don't buy.",0,ur_roman,1
سچ تو یہ ہے کہ، سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
"सच कहूं तो, अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी।।",0,hi,2
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें।।",1,hi,3
"Mera opinion ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Paisa vasool.",0,ur_roman,1
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔۔,1,ur,3
Price ke hisab se behtareen quality hai. Delivery bhi fast thi. Don't buy.,2,ur_roman,4
मेरा मानना है कि इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है। धन्यवाद!,2,hi,5
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
Satisafactory purchase hai. Na boht acha na kharab. Don't buy.,1,ur_roman,3
میرا ذاتی تجربہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔ شکریہ۔,2,ur,5
میرا ذاتی تجربہ ہے کہ، قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔ مایوسی ہوئی۔,2,ur,4
کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔,0,ur,1
سچ تو یہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔ شکریہ۔,0,ur,1
My honest review: Customer support was unhelpful and the product is broken. Really nice.,0,en,1
Sachi baat to ye hai k Price ke hisab se behtareen quality hai. Delivery bhi fast thi. Don't buy.,2,ur_roman,4
سچ تو یہ ہے کہ، اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ مایوسی ہوئی۔,1,ur,3
بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔,2,ur,5
"सच कहूं तो, कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें। बहुत अच्छा लगा।",1,hi,3
Very disappointed with the quality. Highly regret buying.,0,en,2
"सच कहूं तो, औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है। धन्यवाद!",1,hi,3
"बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।।",2,hi,4
"Actually, It is fine for basic use, but professional users might want more. Disappointed.",1,en,3
سچ تو یہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ مایوسی ہوئی۔,1,ur,3
"Actually, This product is absolutely amazing, highly recommended! Disappointed.",2,en,5
"सच कहूं तो, संतोषजनक खरीद। न खराब, न बहुत अच्छा। धन्यवाद!",1,hi,3
سچ تو یہ ہے کہ، بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔ شکریہ۔,1,ur,3
"Actually, Very lightweight, portable, and extremely durable. Really nice.",2,en,4
Customer support was unhelpful and the product is broken.,0,en,2
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें।",1,hi,3
ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔ شکریہ۔,1,ur,3
Broken item mili aur support walon ne response bhi nahi diya. Don't buy.,0,ur_roman,1
Mera opinion ye hai k Customer care boht acha tha aur product to premium quality ki hai.!,2,ur_roman,4
"Actually, Poor design, very uncomfortable to use. Returning it.!",0,en,2
سچ تو یہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔ شکریہ۔,0,ur,1
"सच कहूं तो, इस कचरे पर अपना पैसा बर्बाद न करें।।",0,hi,2
"Normal sa phone hai, simple requirements ke liye standard hai.!",1,ur_roman,3
"Sachi baat to ye hai k Price ke hisab se okay product hai, zyada umeed mat rakhein. Paisa vasool.",1,ur_roman,3
میرا ذاتی تجربہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔۔,1,ur,3
"Actually, Best purchase I have made this year. High quality.!",2,en,4
My honest review: Very disappointed with the quality. Highly regret buying. Disappointed.,0,en,1
"यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! बहुत अच्छा लगा।",2,hi,4
میرا ذاتی تجربہ ہے کہ، کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ مایوسی ہوئی۔,0,ur,2
"सच कहूं तो, बहुत खराब उत्पाद है, पहले ही दिन टूट गया! धन्यवाद!",0,hi,2
"सच कहूं तो, शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।।",2,hi,4
"Mera opinion ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Boht pyari product hai.",0,ur_roman,1
"सच कहूं तो, इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता। धन्यवाद!",2,hi,5
"Actually, Satisfactory purchase. Not bad, not great. Really nice.",1,en,3
"Worst purchase ever, absolute waste of money. Disappointed.",0,en,1
My honest review: Horrible experience. The item stopped working after a week. Recommended.,0,en,2
Battery backup boht zabardast hai aur screen quality bhi kamal hai.,2,ur_roman,5
"सच कहूं तो, गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता।।",0,hi,2
Mera opinion ye hai k Build quality kamaal ki hai aur use karna boht easy hai. Boht pyari product hai.,2,ur_roman,5
मेरा मानना है कि गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,1
"Honestly, Average experience. The product works but has some minor issues.!",1,en,3
"Mera opinion ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke.!",0,ur_roman,2
Battery drains in less than 2 hours. Do not buy this.,0,en,2
Sachi baat to ye hai k Product boht sasti lagti hai aur kaam bilkul nahi karti. Boht pyari product hai.,0,ur_roman,1
"सच कहूं तो, यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! बिल्कुल पसंद नहीं आया।",2,hi,4
"औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है।",1,hi,3
"यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है।",1,hi,3
Build quality kamaal ki hai aur use karna boht easy hai.,2,ur_roman,4
"My honest review: Decent product, build quality could be better.",1,en,3
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya.,0,ur_roman,2
"Average performance hai, battery timing bhi normal hi hai.",1,ur_roman,3
"Honestly, The customer service was great and the product is top notch. Really nice.",2,en,5
"Price ke hisab se okay product hai, zyada umeed mat rakhein.",1,ur_roman,3
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Don't buy.",1,ur_roman,3
بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔ شکریہ۔,1,ur,3
Build quality kamaal ki hai aur use karna boht easy hai.,2,ur_roman,4
سچ تو یہ ہے کہ، کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ شکریہ۔,0,ur,2
میرا ذاتی تجربہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔۔,0,ur,1
"सच कहूं तो, संतोषजनक खरीद। न खराब, न बहुत अच्छा। बहुत अच्छा लगा।",1,hi,3
بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔,0,ur,1
Horrible experience. The item stopped working after a week.,0,en,2
"Honestly, Excellent quality for the price. Fast delivery too. Really nice.",2,en,5
میرا ذاتی تجربہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
"Actually, Great battery life and crystal clear screen. Love it!",2,en,4
Sachi baat to ye hai k Work karta hai par feel kafi cheap quality ki hai.,1,ur_roman,3
سچ تو یہ ہے کہ، پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔ شکریہ۔,2,ur,5
My honest review: Extremely low quality. The description was completely misleading. Disappointed.,0,en,2
My honest review: Five stars! Exceeded my expectations in every way.,2,en,4
My honest review: Average experience. The product works but has some minor issues. Recommended.,1,en,3
یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
Price ke hisab se behtareen quality hai. Delivery bhi fast thi.,2,ur_roman,5
سچ تو یہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ مایوسی ہوئی۔,0,ur,1
"Mera opinion ye hai k Normal quality hai, build quality thodi aur behtar ho sakti thi. Boht pyari product hai.",1,ur_roman,3
उत्पाद सस्ता दिखता है और काम और भी खराब करता है।,0,hi,1
"Actually, Poor design, very uncomfortable to use. Returning it.!",0,en,2
"Actually, Fair value for the price, but don't expect too much.",1,en,3
"Honestly, The customer service was great and the product is top notch. Recommended.",2,en,4
"Normal quality hai, build quality thodi aur behtar ho sakti thi.",1,ur_roman,3
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai.",1,ur_roman,3
"Bohat hi fazool product hai, pehle din hi kharab ho gyi!",0,ur_roman,1
Avg experience raha. Chal to rha hai par thode issues hain. Boht pyari product hai.,1,ur_roman,3
"Honestly, Shipping was fast but the product is just average.!",1,en,3
"Mera opinion ye hai k Bohat hi fazool product hai, pehle din hi kharab ho gyi! Don't buy.",0,ur_roman,2
शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।,2,hi,4
سچ تو یہ ہے کہ، اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔۔,2,ur,4
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya. Don't buy.,0,ur_roman,1
Work karta hai par feel kafi cheap quality ki hai.,1,ur_roman,3
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। बिल्कुल पसंद नहीं आया।",1,hi,3
"बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है। धन्यवाद!",1,hi,3
میرا ذاتی تجربہ ہے کہ، ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
"बहुत खराब उत्पाद है, पहले ही दिन टूट गया!",0,hi,1
سچ تو یہ ہے کہ، یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں!۔,2,ur,4
"Honestly, Absolutely love this item! Works like a charm. Really nice.",2,en,4
Mera opinion ye hai k Horrible experience! Ek week me hi display chala gaya iska.,0,ur_roman,1
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बहुत अच्छा लगा।,0,hi,1
سچ تو یہ ہے کہ، اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बहुत अच्छा लगा।,0,hi,2
سچ تو یہ ہے کہ، بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!۔,2,ur,4
उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी।,2,hi,5
"Fair value for the price, but don't expect too much. Really nice.",1,en,3
"Honestly, Just regular quality, does the job as advertised. Recommended.",1,en,3
Sachi baat to ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke. Don't buy.,2,ur_roman,5
میرا ذاتی تجربہ ہے کہ، بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی!۔,0,ur,2
میرا ذاتی تجربہ ہے کہ، کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ مایوسی ہوئی۔,0,ur,2
"सच कहूं तो, बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है। धन्यवाद!",1,hi,3
Customer care boht acha tha aur product to premium quality ki hai. Boht pyari product hai.,2,ur_roman,4
"सच कहूं तो, इस कचरे पर अपना पैसा बर्बाद न करें। बिल्कुल पसंद नहीं आया।",0,hi,2
Five stars! Exceeded my expectations in every way.,2,en,5
Best purchase hai meri is saal ki. Maza aa gaya use karke.,2,ur_roman,4
"Honestly, Five stars! Exceeded my expectations in every way.!",2,en,4
سچ تو یہ ہے کہ، انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"Sachi baat to ye hai k Bohat hi fazool product hai, pehle din hi kharab ho gyi! Paisa vasool.",0,ur_roman,1
سچ تو یہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ شکریہ۔,1,ur,3
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.",1,ur_roman,3
"सच कहूं तो, उत्पाद सस्ता दिखता है और काम और भी खराब करता है। बिल्कुल पसंद नहीं आया।",0,hi,1
Customer care boht acha tha aur product to premium quality ki hai.,2,ur_roman,5
میرا ذاتی تجربہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔۔,0,ur,2
Product boht sasti lagti hai aur kaam bilkul nahi karti. Paisa vasool.,0,ur_roman,2
یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔,1,ur,3
"Actually, It is okay, nothing special but works fine.",1,en,3
"मेरा मानना है कि यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। बिल्कुल पसंद नहीं आया।",1,hi,3
"औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है। बहुत अच्छा लगा।",1,hi,3
اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔۔,1,ur,3
"मेरा मानना है कि ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी। बहुत अच्छा लगा।",1,hi,3
Five stars! Meri umeedon se zyada acha nikla ye mobile.,2,ur_roman,4
سچ تو یہ ہے کہ، بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی! بہت زبردست پروڈکٹ ہے۔,0,ur,1
کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔,0,ur,1
میرا ذاتی تجربہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ مایوسی ہوئی۔,1,ur,3
"सच कहूं तो, उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी। बहुत अच्छा लगा।",2,hi,5
उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी। धन्यवाद!,2,hi,4
My honest review: Customer support was unhelpful and the product is broken.,0,en,1
Really satisfied with my purchase. Will buy again.,2,en,5
Product boht sasti lagti hai aur kaam bilkul nahi karti.,0,ur_roman,2
"Mera opinion ye hai k Ye product bohat achi hai, main iski high recommendation deta hoon!",2,ur_roman,5
میرا ذاتی تجربہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,2
یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں!,2,ur,4
سچ تو یہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔ مایوسی ہوئی۔,2,ur,5
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Don't buy.",1,ur_roman,3
My honest review: Absolutely love this item! Works like a charm. Disappointed.,2,en,5
Best purchase I have made this year. High quality. Recommended.,2,en,5
"Just regular quality, does the job as advertised.",1,en,3
"Sachi baat to ye hai k Normal quality hai, build quality thodi aur behtar ho sakti thi.!",1,ur_roman,3
"सच कहूं तो, पांच सितारे! मेरी उम्मीदों से बढ़कर है। बिल्कुल पसंद नहीं आया।",2,hi,5
سچ تو یہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
"अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी।",0,hi,2
My honest review: Best purchase I have made this year. High quality.,2,en,5
Five stars! Meri umeedon se zyada acha nikla ye mobile. Paisa vasool.,2,ur_roman,4
"मेरा मानना है कि बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ। धन्यवाद!",2,hi,5
Shipping was fast but the product is just average. Recommended.,1,en,3
سچ تو یہ ہے کہ، اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔۔,2,ur,4
سچ تو یہ ہے کہ، پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔۔,0,ur,2
Sachi baat to ye hai k Horrible experience! Ek week me hi display chala gaya iska. Boht pyari product hai.,0,ur_roman,1
"My honest review: Very lightweight, portable, and extremely durable. Recommended.",2,en,4
"Mera opinion ye hai k Normal sa phone hai, simple requirements ke liye standard hai. Don't buy.",1,ur_roman,3
Mera opinion ye hai k Satisafactory purchase hai. Na boht acha na kharab. Don't buy.,1,ur_roman,3
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya.,0,ur_roman,1
"यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। धन्यवाद!",1,hi,3
Mera opinion ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke.,2,ur_roman,4
Worst quality ever. Regret ho raha hai paise kharab karke. Don't buy.,0,ur_roman,2
"Terrible product, broke on the first day of use!",0,en,2
"Honestly, Do not waste your money on this garbage. Really nice.",0,en,1
"यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित!",2,hi,4
My honest review: Mediocre product. It works but feels cheap.,1,en,3
My honest review: The product looks cheap and functions even worse. Really nice.,0,en,1
نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔ شکریہ۔,1,ur,3
اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔,1,ur,3
My honest review: Five stars! Exceeded my expectations in every way.,2,en,4
Sachi baat to ye hai k Absolutely love this item! Bohot hi achi performance hai. Paisa vasool.,2,ur_roman,4
