review,label,language,rating
"Sachi baat to ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga. Paisa vasool.",2,ur_roman,4
"Actually, Really satisfied with my purchase. Will buy again. Really nice.",2,en,4
Best purchase I have made this year. High quality. Recommended.,2,en,5
Mera opinion ye hai k Horrible experience! Ek week me hi display chala gaya iska. Boht pyari product hai.,0,ur_roman,1
Sachi baat to ye hai k Customer care boht acha tha aur product to premium quality ki hai. Boht pyari product hai.,2,ur_roman,5
"Honestly, This product is absolutely amazing, highly recommended! Really nice.",2,en,5
Mera opinion ye hai k Customer care boht acha tha aur product to premium quality ki hai.!,2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔ شکریہ۔,0,ur,1
اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔ شکریہ۔,0,ur,1
سچ تو یہ ہے کہ، یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں!۔,2,ur,4
औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं।,1,hi,3
"Honestly, Absolutely love this item! Works like a charm.",2,en,5
سچ تو یہ ہے کہ، ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔۔,0,ur,2
मेरा मानना है कि गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बहुत अच्छा लगा।,0,hi,1
"It is okay, nothing special but works fine.",1,en,3
औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं। बिल्कुल पसंद नहीं आया।,1,hi,3
My honest review: The customer service was great and the product is top notch.!,2,en,4
मेरा मानना है कि बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया! बिल्कुल पसंद नहीं आया।,2,hi,4
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें।।",1,hi,3
"Poor design hai, use karne me boht mushkil ho rahi hai.!",0,ur_roman,2
इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है।,2,hi,4
"Sachi baat to ye hai k Average performance hai, battery timing bhi normal hi hai.!",1,ur_roman,3
سچ تو یہ ہے کہ، ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔ مایوسی ہوئی۔,1,ur,3
"मेरा मानना है कि बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ। धन्यवाद!",2,hi,4
"Mera opinion ye hai k Theek thaak product hai, normal kaam karta hai. Kuch special nahi. Paisa vasool.",1,ur_roman,3
Mera opinion ye hai k Horrible experience! Ek week me hi display chala gaya iska. Paisa vasool.,0,ur_roman,1
"Sachi baat to ye hai k Average performance hai, battery timing bhi normal hi hai. Paisa vasool.",1,ur_roman,3
"My honest review: Just regular quality, does the job as advertised. Recommended.",1,en,3
سچ تو یہ ہے کہ، اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔۔,2,ur,4
अपनी खरीद से वास्तव में संतुष्ट हूँ। फिर से खरीदूँगा।।,2,hi,4
بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔۔,1,ur,3
कीमत के हिसाब से बेहतरीन गुणवत्ता। डिलीवरी भी तेज थी। बिल्कुल पसंद नहीं आया।,2,hi,4
"मेरा मानना है कि बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।।",2,hi,5
"यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! बहुत अच्छा लगा।",2,hi,4
"Sachi baat to ye hai k Theek thaak product hai, normal kaam karta hai. Kuch special nahi.!",1,ur_roman,3
سچ تو یہ ہے کہ، اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
Customer care boht acha tha aur product to premium quality ki hai.,2,ur_roman,5
پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔ شکریہ۔,2,ur,4
"Actually, Terrible product, broke on the first day of use!",0,en,2
کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔,1,ur,3
"Actually, Satisfactory purchase. Not bad, not great. Really nice.",1,en,3
سچ تو یہ ہے کہ، ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔ مایوسی ہوئی۔,0,ur,2
Mera opinion ye hai k Horrible experience! Ek week me hi display chala gaya iska.,0,ur_roman,1
Battery drains in less than 2 hours. Do not buy this.,0,en,2
نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔۔,1,ur,3
سچ تو یہ ہے کہ، پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔۔,0,ur,2
Five stars! Meri umeedon se zyada acha nikla ye mobile. Paisa vasool.,2,ur_roman,4
"सच कहूं तो, ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।।",1,hi,3
میرا ذاتی تجربہ ہے کہ، پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔ بہت زبردست پروڈکٹ ہے۔,2,ur,4
یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
سچ تو یہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔۔,2,ur,4
سچ تو یہ ہے کہ، بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی! بہت زبردست پروڈکٹ ہے۔,0,ur,1
My honest review: Great battery life and crystal clear screen. Love it! Recommended.,2,en,5
سچ تو یہ ہے کہ، اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔ مایوسی ہوئی۔,1,ur,3
"Honestly, The customer service was great and the product is top notch. Recommended.",2,en,4
"Actually, The product looks cheap and functions even worse. Really nice.",0,en,1
"मेरा मानना है कि बहुत खराब उत्पाद है, पहले ही दिन टूट गया!।",0,hi,2
میرا ذاتی تجربہ ہے کہ، یہ پروڈکٹ واقعی شاندار ہے، میں اس کی انتہائی سفارش کرتا ہوں!۔,2,ur,5
Sachi baat to ye hai k Work karta hai par feel kafi cheap quality ki hai. Paisa vasool.,1,ur_roman,3
"Honestly, Decent product, build quality could be better. Really nice.",1,en,3
My honest review: Very disappointed with the quality. Highly regret buying. Disappointed.,0,en,1
میرا ذاتی تجربہ ہے کہ، اوسط کارکردگی ہے، کوئی خاص بات نہیں۔ ٹھیک ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
मेरा मानना है कि गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है। बिल्कुल पसंद नहीं आया।,0,hi,1
Avg experience raha. Chal to rha hai par thode issues hain.,1,ur_roman,3
"मेरा मानना है कि गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता। बहुत अच्छा लगा।",0,hi,2
"यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित!",2,hi,4
मेरा मानना है कि बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें।।,0,hi,2
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Don't buy.",1,ur_roman,3
"Basic usage ke liye thik hai, high-end works ke liye suitable nahi.",1,ur_roman,3
"Honestly, The customer service was great and the product is top notch. Really nice.",2,en,5
سچ تو یہ ہے کہ، بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔ شکریہ۔,0,ur,1
سچ تو یہ ہے کہ، بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!۔,2,ur,4
मेरा मानना है कि इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता।।,2,hi,5
ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔,1,ur,3
My honest review: Customer support was unhelpful and the product is broken. Really nice.,0,en,1
Build quality kamaal ki hai aur use karna boht easy hai.,2,ur_roman,4
"Mera opinion ye hai k Basic usage ke liye thik hai, high-end works ke liye suitable nahi.",1,ur_roman,3
"Actually, Customer support was unhelpful and the product is broken.",0,en,1
ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔,0,ur,1
اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔ شکریہ۔,2,ur,4
اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔,2,ur,4
"Sachi baat to ye hai k Average performance hai, battery timing bhi normal hi hai. Boht pyari product hai.",1,ur_roman,3
"Poor design, very uncomfortable to use. Returning it.",0,en,2
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.!",1,ur_roman,3
"Honestly, Fair value for the price, but don't expect too much. Really nice.",1,en,3
My honest review: Do not waste your money on this garbage.!,0,en,1
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें।।",1,hi,3
انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔,0,ur,1
"Fair value for the price, but don't expect too much. Really nice.",1,en,3
میرا ذاتی تجربہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔۔,2,ur,5
मेरा मानना है कि बहुत ही घटिया अनुभव। एक हफ्ते के बाद काम करना बंद कर दिया। बहुत अच्छा लगा।,0,hi,2
"सच कहूं तो, इस कचरे पर अपना पैसा बर्बाद न करें। बिल्कुल पसंद नहीं आया।",0,hi,2
Mera opinion ye hai k Absolutely love this item! Bohot hi achi performance hai. Boht pyari product hai.,2,ur_roman,5
"Actually, Poor design, very uncomfortable to use. Returning it.!",0,en,2
पांच सितारे! मेरी उम्मीदों से बढ़कर है। बिल्कुल पसंद नहीं आया।,2,hi,4
"सच कहूं तो, यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं।।",1,hi,3
سچ تو یہ ہے کہ، شاندار بناوٹ اور استعمال میں انتہائی آسان انٹرفیس۔ مایوسی ہوئی۔,2,ur,5
साधारण उत्पाद है। काम चल जाता है। धन्यवाद!,1,hi,3
"Average performance hai, battery timing bhi normal hi hai. Boht pyari product hai.",1,ur_roman,3
Sachi baat to ye hai k Battery backup boht zabardast hai aur screen quality bhi kamal hai. Don't buy.,2,ur_roman,5
Absolutely love this item! Bohot hi achi performance hai. Boht pyari product hai.,2,ur_roman,5
Mera opinion ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke.,2,ur_roman,4
Mera opinion ye hai k Avg experience raha. Chal to rha hai par thode issues hain.,1,ur_roman,3
میرا ذاتی تجربہ ہے کہ، قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔ مایوسی ہوئی۔,1,ur,3
Horrible experience. The item stopped working after a week.,0,en,2
Extremely low quality. Description bilkul galat thi iski. Don't buy.,0,ur_roman,1
"संतोषजनक खरीद। न खराब, न बहुत अच्छा। धन्यवाद!",1,hi,3
سچ تو یہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔ مایوسی ہوئی۔,2,ur,5
"Honestly, It is okay, nothing special but works fine.",1,en,3
"सच कहूं तो, बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है। बहुत अच्छा लगा।",1,hi,3
My honest review: Horrible experience. The item stopped working after a week.!,0,en,1
Sachi baat to ye hai k Work karta hai par feel kafi cheap quality ki hai.!,1,ur_roman,3
میرا ذاتی تجربہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ مایوسی ہوئی۔,1,ur,3
سچ تو یہ ہے کہ، کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ شکریہ۔,0,ur,1
"Normal sa phone hai, simple requirements ke liye standard hai.",1,ur_roman,3
نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔,1,ur,3
"Mera opinion ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Paisa vasool.",0,ur_roman,1
میرا ذاتی تجربہ ہے کہ، بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی! مایوسی ہوئی۔,0,ur,2
میرا ذاتی تجربہ ہے کہ، قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔ شکریہ۔,1,ur,3
Extremely low quality. Description bilkul galat thi iski.,0,ur_roman,2
इस कचरे पर अपना पैसा बर्बाद न करें।।,0,hi,2
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.",1,ur_roman,3
Five stars! Meri umeedon se zyada acha nikla ye mobile. Don't buy.,2,ur_roman,5
بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔,0,ur,1
My honest review: Very disappointed with the quality. Highly regret buying.,0,en,1
मेरा मानना है कि इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है।।,2,hi,4
میرا ذاتی تجربہ ہے کہ، ناقص ڈیزائن، استعمال کرنے میں بہت تکلیف دہ۔ واپس کر رہا ہوں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
"Mera opinion ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga.",2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ مایوسی ہوئی۔,0,ur,2
تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔ مایوسی ہوئی۔,2,ur,4
"सच कहूं तो, यह बहुत बढ़िया उत्पाद है, अत्यधिक अनुशंसित! बिल्कुल पसंद नहीं आया।",2,hi,4
Sachi baat to ye hai k Extremely low quality. Description bilkul galat thi iski.,0,ur_roman,1
"मेरा मानना है कि यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। बिल्कुल पसंद नहीं आया।",1,hi,3
میرا ذاتی تجربہ ہے کہ، بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا!۔,2,ur,5
"Normal sa phone hai, simple requirements ke liye standard hai. Boht pyari product hai.",1,ur_roman,3
"सच कहूं तो, कीमत के हिसाब से बेहतरीन गुणवत्ता। डिलीवरी भी तेज थी। बहुत अच्छा लगा।",2,hi,5
میرا ذاتی تجربہ ہے کہ، اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔ مایوسی ہوئی۔,2,ur,4
"Honestly, The product looks cheap and functions even worse. Disappointed.",0,en,1
کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔,0,ur,1
"सच कहूं तो, इस साल की मेरी सबसे अच्छी खरीद। उच्च गुणवत्ता।।",2,hi,5
"Sachi baat to ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Don't buy.",0,ur_roman,1
"सच कहूं तो, अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी।।",0,hi,2
"मेरा मानना है कि यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है। बिल्कुल पसंद नहीं आया।",1,hi,3
Battery drains in less than 2 hours. Do not buy this.,0,en,2
"Poor design, very uncomfortable to use. Returning it.",0,en,1
Customer care boht acha tha aur product to premium quality ki hai. Don't buy.,2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔ شکریہ۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، بنیادی استعمال کے لیے ٹھیک ہے، لیکن پیشہ ورانہ استعمال کے لیے نہیں۔ شکریہ۔,1,ur,3
"सच कहूं तो, संतोषजनक खरीद। न खराब, न बहुत अच्छा। बहुत अच्छा लगा।",1,hi,3
"Sachi baat to ye hai k Battery 2 ghante bhi nahi chalti. Waste of money, don't buy. Don't buy.",0,ur_roman,2
Sachi baat to ye hai k Battery backup boht zabardast hai aur screen quality bhi kamal hai.!,2,ur_roman,4
سچ تو یہ ہے کہ، اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔ بہت زبردست پروڈکٹ ہے۔,2,ur,5
My honest review: Horrible experience. The item stopped working after a week. Recommended.,0,en,2
"Is kachray pe apna paisa zaya mat karein, bekar hai.",0,ur_roman,2
उत्पाद सस्ता दिखता है और काम और भी खराब करता है।,0,hi,1
"Sachi baat to ye hai k Bohat hi fazool product hai, pehle din hi kharab ho gyi! Paisa vasool.",0,ur_roman,1
"Actually, Very lightweight, portable, and extremely durable. Really nice.",2,en,4
"My honest review: Worst purchase ever, absolute waste of money. Disappointed.",0,en,2
Worst quality ever. Regret ho raha hai paise kharab karke. Paisa vasool.,0,ur_roman,2
میرا ذاتی تجربہ ہے کہ، اس کچرے پر اپنے پیسے برباد مت کریں۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
My honest review: Extremely low quality. The description was completely misleading. Recommended.,0,en,2
Best purchase hai meri is saal ki. Maza aa gaya use karke.,2,ur_roman,4
"Actually, Very lightweight, portable, and extremely durable. Disappointed.",2,en,4
"सच कहूं तो, अपनी खरीद से वास्तव में संतुष्ट हूँ। फिर से खरीदूँगा। बहुत अच्छा लगा।",2,hi,4
"Just regular quality, does the job as advertised.",1,en,3
मेरा मानना है कि अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था। धन्यवाद!,0,hi,2
Shipping was fast but the product is just average.,1,en,3
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है।।,1,hi,3
उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी। धन्यवाद!,2,hi,4
اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔ شکریہ۔,2,ur,4
मेरा मानना है कि बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया! बहुत अच्छा लगा।,2,hi,4
"Honestly, Excellent quality for the price. Fast delivery too. Really nice.",2,en,5
The customer service was great and the product is top notch.,2,en,4
My honest review: Absolutely love this item! Works like a charm. Disappointed.,2,en,5
शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।,2,hi,4
Do not waste your money on this garbage.,0,en,1
"कीमत के हिसाब से ठीक है, लेकिन बहुत उम्मीद न करें। बहुत अच्छा लगा।",1,hi,3
Price ke hisab se behtareen quality hai. Delivery bhi fast thi. Don't buy.,2,ur_roman,4
Mera opinion ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke. Paisa vasool.,2,ur_roman,4
"संतोषजनक खरीद। न खराब, न बहुत अच्छा। बिल्कुल पसंद नहीं आया।",1,hi,3
Sachi baat to ye hai k Work karta hai par feel kafi cheap quality ki hai. Paisa vasool.,1,ur_roman,3
"Fair value for the price, but don't expect too much.",1,en,3
"Honestly, It is okay, nothing special but works fine.!",1,en,3
ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है।,1,hi,3
"Normal quality hai, build quality thodi aur behtar ho sakti thi. Boht pyari product hai.",1,ur_roman,3
سچ تو یہ ہے کہ، یہ عام سی چیز ہے، نہ زیادہ اچھی نہ خراب۔ کام چل جاتا ہے۔ مایوسی ہوئی۔,1,ur,3
"Bas regular quality hai, jesa bataya gaya tha wesa hi kaam karta hai. Boht pyari product hai.",1,ur_roman,3
"सच कहूं तो, इस आइटम से बिल्कुल प्यार है! बहुत अच्छा काम करता है। धन्यवाद!",2,hi,5
Price ke hisab se behtareen quality hai. Delivery bhi fast thi.,2,ur_roman,5
Avg experience raha. Chal to rha hai par thode issues hain. Boht pyari product hai.,1,ur_roman,3
"My honest review: Very lightweight, portable, and extremely durable. Recommended.",2,en,4
"Bohat hi fazool product hai, pehle din hi kharab ho gyi! Paisa vasool.",0,ur_roman,2
Satisafactory purchase hai. Na boht acha na kharab. Paisa vasool.,1,ur_roman,3
"सच कहूं तो, ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।।",1,hi,3
سچ تو یہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ شکریہ۔,1,ur,3
"सच कहूं तो, अत्यंत निम्न गुणवत्ता। विवरण पूरी तरह से भ्रामक था। बिल्कुल पसंद नहीं आया।",0,hi,2
ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
میرا ذاتی تجربہ ہے کہ، نارمل پروڈکٹ ہے، روزمرہ کام کے لیے مناسب ہے۔ مایوسی ہوئی۔,1,ur,3
"सच कहूं तो, बहुत खराब उत्पाद है, पहले ही दिन टूट गया! बहुत अच्छा लगा।",0,hi,2
"सच कहूं तो, बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है।।",1,hi,3
"Honestly, This product is absolutely amazing, highly recommended!.",2,en,4
"मेरा मानना है कि अब तक की सबसे खराब खरीद, पैसे की पूरी बर्बादी। बहुत अच्छा लगा।",0,hi,2
Worst quality ever. Regret ho raha hai paise kharab karke. Don't buy.,0,ur_roman,1
"Sachi baat to ye hai k Basic usage ke liye thik hai, high-end works ke liye suitable nahi. Boht pyari product hai.",1,ur_roman,3
بہت ہی گھٹیا کوالٹی۔ تفصیلات بالکل جھوٹ پر مبنی تھیں۔,0,ur,1
"Terrible product, broke on the first day of use!",0,en,2
मेरा मानना है कि औसत अनुभव। उत्पाद काम करता है लेकिन कुछ छोटी समस्याएं हैं।।,1,hi,3
کسٹمر سپورٹ کا رویہ خراب تھا اور پروڈکٹ ٹوٹی ہوئی ملی۔ بہت زبردست پروڈکٹ ہے۔,0,ur,2
"Sachi baat to ye hai k Normal sa phone hai, simple requirements ke liye standard hai. Don't buy.",1,ur_roman,3
"Mera opinion ye hai k Poor design hai, use karne me boht mushkil ho rahi hai. Don't buy.",0,ur_roman,1
"सच कहूं तो, औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है।।",1,hi,3
میرا ذاتی تجربہ ہے کہ، ٹھیک ہے لیکن ڈیزائن اور کوالٹی مزید بہتر ہو سکتی تھی۔۔,1,ur,3
"सच कहूं तो, शानदार बिल्ड क्वालिटी और बहुत उपयोगकर्ता के अनुकूल इंटरफेस।।",2,hi,4
"My honest review: Fair value for the price, but don't expect too much. Disappointed.",1,en,3
मेरा मानना है कि इस कचरे पर अपना पैसा बर्बाद न करें।।,0,hi,2
"बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है।",1,hi,3
"My honest review: Average performance, average battery life.!",1,en,3
پیسے ضائع ہو گئے، بالکل بھی نہ خریدیں۔ سخت مایوسی ہوئی۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
My honest review: Best purchase I have made this year. High quality.,2,en,5
Five stars! Exceeded my expectations in every way. Recommended.,2,en,4
میرا ذاتی تجربہ ہے کہ، بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔۔,0,ur,2
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बहुत अच्छा लगा।,0,hi,1
سچ تو یہ ہے کہ، اس چیز سے بالکل پیار ہو گیا ہے! بہترین کام کرتی ہے۔ شکریہ۔,2,ur,5
"यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं।",1,hi,3
"Honestly, Extremely low quality. The description was completely misleading.!",0,en,1
"Honestly, Absolutely love this item! Works like a charm. Really nice.",2,en,4
Sachi baat to ye hai k Satisafactory purchase hai. Na boht acha na kharab.,1,ur_roman,3
"Normal quality hai, build quality thodi aur behtar ho sakti thi.",1,ur_roman,3
"यह बुनियादी उपयोग के लिए ठीक है, लेकिन दूसरों को निराशा हो सकती है।",1,hi,3
Customer care boht acha tha aur product to premium quality ki hai. Boht pyari product hai.,2,ur_roman,4
गुणवत्ता से बहुत निराश हूँ। खरीदने पर पछतावा है।,0,hi,2
سچ تو یہ ہے کہ، اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔ شکریہ۔,1,ur,3
"सच कहूं तो, उत्पाद सस्ता दिखता है और काम और भी खराब करता है।।",0,hi,1
میرا ذاتی تجربہ ہے کہ، بیٹری 2 گھنٹے بھی نہیں چلتی۔ اسے بالکل مت خریدیں۔ مایوسی ہوئی۔,0,ur,1
میرا ذاتی تجربہ ہے کہ، کام تو کرتا ہے لیکن بناوٹ سستی معلوم ہوتی ہے۔ مایوسی ہوئی۔,1,ur,3
Mera opinion ye hai k Best purchase hai meri is saal ki. Maza aa gaya use karke. Paisa vasool.,2,ur_roman,4
"Actually, The product looks cheap and functions even worse.!",0,en,2
"My honest review: Average performance, average battery life.",1,en,3
Build quality kamaal ki hai aur use karna boht easy hai.,2,ur_roman,4
My honest review: Horrible experience. The item stopped working after a week.!,0,en,2
Mera opinion ye hai k Extremely low quality. Description bilkul galat thi iski. Boht pyari product hai.,0,ur_roman,2
Satisafactory purchase hai. Na boht acha na kharab.,1,ur_roman,3
"Average performance, average battery life. Recommended.",1,en,3
"Actually, Excellent quality for the price. Fast delivery too.",2,en,4
"सच कहूं तो, बैटरी लाइफ बहुत अच्छी है और स्क्रीन साफ है। बहुत पसंद आया! बिल्कुल पसंद नहीं आया।",2,hi,4
"Very lightweight, portable, and extremely durable.",2,en,4
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai. Don't buy.",2,ur_roman,5
اوسط تجربہ رہا۔ پروڈکٹ کام کرتی ہے لیکن کچھ معمولی مسائل ہیں۔۔,1,ur,3
"सच कहूं तो, उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी। बहुत अच्छा लगा।",2,hi,5
"सच कहूं तो, बस नियमित गुणवत्ता, विज्ञापन के अनुसार काम करता है। धन्यवाद!",1,hi,3
"Actually, It is okay, nothing special but works fine.",1,en,3
میرا ذاتی تجربہ ہے کہ، سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔۔,2,ur,5
"गुणवत्ता बहुत खराब है, बिल्कुल भी काम नहीं करता।",0,hi,1
"सच कहूं तो, बहुत खराब उत्पाद है, पहले ही दिन टूट गया! बहुत अच्छा लगा।",0,hi,1
Sachi baat to ye hai k Price ke hisab se behtareen quality hai. Delivery bhi fast thi. Don't buy.,2,ur_roman,4
Battery backup boht zabardast hai aur screen quality bhi kamal hai.,2,ur_roman,5
Mera opinion ye hai k Broken item mili aur support walon ne response bhi nahi diya.,0,ur_roman,1
बैटरी 2 घंटे से भी कम समय में खत्म हो जाती है। इसे न खरीदें। बिल्कुल पसंद नहीं आया।,0,hi,2
"मेरा मानना है कि यह ठीक-ठाक है, सामान्य काम करता है। कुछ खास नहीं। बिल्कुल पसंद नहीं आया।",1,hi,3
"सच कहूं तो, कीमत के हिसाब से बेहतरीन गुणवत्ता। डिलीवरी भी तेज थी। धन्यवाद!",2,hi,5
میرا ذاتی تجربہ ہے کہ، بہت ہی ناقص پروڈکٹ ہے، پہلے ہی دن خراب ہو گئی!۔,0,ur,2
Sachi baat to ye hai k Absolutely love this item! Bohot hi achi performance hai. Boht pyari product hai.,2,ur_roman,5
"Worst purchase ever, absolute waste of money.",0,en,1
